id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
96,CO,463,ORD,IAH,3,335,164,1,p2BWbE,Justinn,Ishchenko,Female,54,Pakistan,Venice Municipal Airport,US,United States,NAM,North America,4/01/2022,VNC,Sapphira MacKinnon,On Time,Aegean Airlines,1,"""We expected meaningful compensation""",19th July 2023,TRUE,"  I had a flight me and my husband from Stockholm to Cairo with connection flight in Athens. The connecting flight number was A3930, from Athens to Cairo. The planned departure time was 11:55 pm June 25th. The flight was delayed by nearly 6 hours from the planned departure time. We were informed the flight will be delayed for 1 hour before boarding. Before the new departure time, we boarded normally. After that, a lot of time has passed �?more that 1 hour�?while we are inside the aircraft and we don’t take off and no information were given to us by the crew. From the aircraft windows we could see some workers taking bags in and out the aircraft. The crew told us they are having problems with luggage.  We are kept in the aircraft to nearly 4 hours before the captain told us that we can leave the aircraft and go to sit in the airport till the problem is solved.  Nothing was offered to us in the airport, no food, drinks or anything. In the meantime I tried to contact the Aegean Airlines hotline to help us, it was nearly 5:00 am already, but the contact person told me that she can not know any information about my flight situation because she has a limited access to information and she cannot help and I can call again after 7:00 am for another contact who has more access. At nearly 6:00 am the crew called us to board again but we didn’t take off till 6:35 anyways because the crew was replaced by a new one. We reached Cairo airport finally to find that our baggage didn’t reach Cairo airport anyway and we waited for 2 weeks till they reached Cairo airport. The delay collectively was from 11:55 pm to 6:35 am. We expected an apology on what happened and meaningful compensation as an acknowledgment of what they did. We complained to the company and their reply was that they were sorry for the delay and they offered the least compensation stated by passengers�?rights �?50 euros�? They mentioned nothing about the problems that are caused by the poor handling of the problems they had. ",,Couple Leisure,Economy Class,Stockholm to Cairo via Athens,Jun-23,3,1,3,1,,,1,no,satisfied,Loyal Customer,39,Personal Travel,Eco Plus,2554,0,2,0,2,5,2,5,5,1,1,3,3,2,5,0,0
97,OH,6423,DAY,DTW,3,335,75,0,GkqKuy,Winne,Cowland,Female,73,France,Tanda Tula Airport,ZA,South Africa,AF,Africa,6/17/2022,TDT,Ernaline Klain,Cancelled,Aegean Airlines,4,"""Very poor customer service""",17th July 2023,TRUE," Very poor customer service. I am travelling with a baby paid to be in the front rows and when I wanted to add an extra seat for my daughter everything started. They asked me if I want the same seats, I said yes and they put me and the 5 month old baby in different seats. I asked that obviously we need to be together. Then they moved me in to row 19. Then they couldn’t find me on the flight, they couldn’t give me a seat with the excuse that it’s not for the baby when it was before. Then they asked me to send an email somewhere else if I wanted to take back my money and when I insisted that’s crazy they said ok we will refund you and send you an email, nothing received. They really don’t know what they are doing there.",,Family Leisure,Economy Class,Athens to Brussels ,May-23,2,3,3,2,1,,2,yes,satisfied,Loyal Customer,37,Personal Travel,Eco,2387,0,2,0,2,1,0,1,1,3,3,2,3,2,1,0,0
98,OO,6698,MFR,PDX,3,335,74,0,nhuv0J,Gabriella,Patry,Female,65,China,Lar Airport,IR,"Iran, Islamic Republic of",AS,Asia,7/31/2022,LRR,Clyve Dickerson,Delayed,Aegean Airlines,4,"""Poor customer service""",16th July 2023,TRUE," Party of 4, 2 couples traveling together, last minute 1 hour before our seats changed. I upgraded everyone to row 11, now one is in 11, 3 are in 26th row. We were told the plane changed and we can't honor your seat selection. Poor customer service. We were not the only party where the seats changed. When I called customer service he stated well this happens occasionally",,Couple Leisure,Premium Economy,Athens to Mykonos,Jul-23,3,2,,2,,,2,no,satisfied,Loyal Customer,12,Personal Travel,Eco,2152,0,2,0,2,2,0,2,2,2,5,1,4,1,2,0,0
99,XE,2865,MKE,IAH,3,335,174,0,AZ1nqj,Tann,McCroary,Male,2,Poland,Stewart International Airport,US,United States,NAM,North America,7/06/2022,SWF,Neysa Hendin,Cancelled,Aegean Airlines,1,"""inconsiderate and extremely incompetent""",16th July 2023,FALSE," This is one of the worst experiences I’ve ever dealt with through the use of an airline. It was the most frustrating, time-consuming and displeasing experience imaginable when attempting to travel via plane. No matter what, never use Aegean Airlines under any circumstances. The staff were inconsiderate and extremely incompetent, showing no regard for the passengers well being and failing to explain any of the trouble we were put through. The staff and airline in general had no interest in doing their job properly and ultimately put me through the worst airline experience possible.",,Couple Leisure,Economy Class,Barcelona to Athens,Jul-23,1,1,1,1,1,1,1,no,satisfied,Loyal Customer,64,Personal Travel,Eco,2141,0,2,0,2,4,0,2,4,2,2,3,2,2,4,6,1
100,EV,7101,BTV,IAD,3,336,110,0,vXv4QT,Ebony,Knappitt,Female,7,Russia,Genoa Cristoforo Colombo Airport,IT,Italy,EU,Europe,12/18/2022,GOA,Laurence Queenborough,On Time,Aegean Airlines,1,"""lost all our luggage""",15th July 2023,FALSE, On the way to Santorini airplane lost all our luggage - 3 bags! They found it after 4 days. On the way back they lost another bag! After 12 days they cannot find it. Lost luggage department at Florence Airport provided us with email address and phone number. All our emails are bouncing back.,,Couple Leisure,Business Class,Santorini to Florence,Jul-23,1,1,1,1,1,1,1,no,satisfied,Loyal Customer,46,Personal Travel,Eco Plus,1068,0,2,0,2,4,0,4,4,2,5,3,2,2,4,0,0
101,9E,3998,TLH,ATL,3,338,68,0,wophuL,Piggy,Hugle,Male,39,Philippines,Buka Airport,PG,Papua New Guinea,OC,Oceania,10/29/2022,BUA,Far Cicci,Delayed,Aegean Airlines,1,"""pretty bad track record""",11th July 2023,FALSE," We took 3 flights with Aegean and would not recommend them to anyone. Had 3 issues: 1. They overbooked our flight and bumped many people. We bought our flight 3 months ahead, but checked in about 18 hours before our flight (they allow check-in up to 24 hours ahead). We were issued a “standby�?ticket without any seats. When we got to the gate, we were told we may or may not get onto the flight and if we didn’t then we would have to wait 4 hours for the late night flight, or try again in the morning. Lots of other people in the same situation. We were never issued boarding passes but we kept following up with the person at the ticket counter until they gave us passes, it seems like due to our persistence and nothing systematic. Luckily we got on that flight, but others didn’t. Nowhere in the policy does it say that whether or not you get on the flight is related to your check-in time. If you take Aegean, check in right away and be persistent about asking for seats! 2. They apply a checked bag policy at will. We were sitting near the gate. The gate attendants approached us and asked to weigh our bags. Our bags, which fit easily into any overhead bin (including previous Aegean flights) were found to be slightly overweight (apparently 9kgs are allowed, ours were about 10kgs). We asked if we could move 1kg into our purse / backpack. They said no, they need to check the two bags, and by the way they are charging us 40Euro per bag. This was for a 45 min flight from an island to Athens. We had no choice and were forced to pay. Also, there was no consistency in the way this rule was applied. We saw plenty of other people with carry-ons larger than ours allowed on the plane and there was plenty of space in the overhead bins. 3. Every flight we were on was late. Two of three were late by over 45 mins. We didn’t have any connections, but I imagine many connecting flights were missed. And, this didn’t happen to us, but it’s worth noting that when we landed in Athens, there were about 30 people waiting at the lost baggage desk. Most of them looked very angry. I asked one person what happened, and apparently an entire flight did not have their bags transferred at a connection. So not only will they force you to check your carry-on and then pay for a checked bag, they might lose it too. All-in-all, this is a pretty bad track record for 3 short island hop flights.",,Couple Leisure,Economy Class,Athens to Chania,Jul-23,3,3,1,1,,,2,no,satisfied,Loyal Customer,38,Personal Travel,Eco,1913,0,2,0,2,2,0,2,2,4,5,3,3,2,2,0,6
102,9E,4196,TYS,ATL,3,340,57,0,VBu4gW,Lisle,Floyd,Male,25,China,Copán Ruinas Airport,HN,Honduras,NAM,North America,7/14/2022,RUY,Kiley Skilton,On Time,Aegean Airlines,1,"""would like to thank the employee""",7th July 2023,TRUE,"  Passengers of  delayed Aegean Airlines flight 01.07.2023 stuck in Santorini, would like to thank the employee of the Aegean Airlines company from Thessaloniki, Markati, for her non-formal attitude, patience and professionalism! This combination of qualities is rare in our modern life. We wholeheartedly thank this wonderful girl and in her person your company, which helped us in a difficult situation.",,Couple Leisure,Economy Class,Santorini to Tel Aviv via Thessaloniki / Athens,Jul-23,3,3,,5,,,5,yes,satisfied,Loyal Customer,38,Personal Travel,Eco,897,0,2,0,2,2,0,3,2,1,1,1,2,3,2,6,0
103,CO,214,DFW,IAH,3,340,59,1,jtdRqK,Leroi,Raeburn,Male,88,Brazil,Waycross Ware County Airport,US,United States,NAM,North America,9/17/2022,AYS,Binny Launder,Cancelled,Aegean Airlines,8,"""FA were courteous and helpful""",5th July 2023,TRUE,"  Boarding in Munich was a rush, however business class passengers did receive a welcome drink - Greek sparkling wine or water. The lunch had several options and there was a choice between 2 red and white Greek wines. The food was not bad at all. Decent information about the flight was given. FA were courteous and helpful. One of the better business products in Europe for sure. Only luggage was not quite delivered as ""priority"" despite labelled.",A320,Business,Business Class,Munich to Athens,Jun-23,3,4,4,3,,,4,yes,satisfied,Loyal Customer,25,Personal Travel,Eco,3248,0,2,0,3,2,0,2,2,4,3,3,1,4,2,0,0
104,DL,2123,BOS,DTW,3,340,144,0,iM1RBR,Nicole,Gages,Female,54,South Africa,En Nahud Airport,SD,Sudan,AF,Africa,5/18/2022,NUD,Chet Carryer,Cancelled,Aegean Airlines,4,"""baggage came with 1 hour delay and broken""",4th July 2023,TRUE,  The baggage came with 1 hour delay and broken. Since then over a month has passed and I have not yet been refunded or received new baggage. On the telephone they do nothing except saying it is summer and it is normal to delay. Definitely not the company it used to be. Low cost company with premium company's prices.,,Business,Economy Class,London to Athens,Jun-23,2,4,3,1,,,2,no,satisfied,Loyal Customer,13,Personal Travel,Eco Plus,3842,0,2,0,3,3,0,2,3,1,2,1,1,2,3,0,0
105,DL,2597,RIC,ATL,3,340,109,0,CdWmHb,Mariele,Lucius,Female,33,Ukraine,Memorial Field,US,United States,NAM,North America,11/28/2022,HOT,Nickie Rudyard,Cancelled,Aegean Airlines,1,"""Worst service ever experienced""",3rd July 2023,FALSE," The have option of buying tickets with unlimited ticket changes yet, the charge you same amount to change flight date as if was a new ticket. Furthermore the don’t accept to use a credit voucher for it, and they don’t give the money back! Worst service ever experienced!",,Business,Business Class,Athens to Mitilini,Jul-23,5,5,5,1,,,1,no,satisfied,Loyal Customer,20,Personal Travel,Eco,3865,0,2,0,3,0,5,5,2,5,3,3,5,2,5,0,0
106,DL,2626,FLL,ATL,3,340,118,0,UOfHC1,Sherwood,Woolaston,Male,80,Portugal,Tarama Airport,JP,Japan,AS,Asia,4/13/2022,TRA,Ardelia Milch,On Time,Aegean Airlines,6,"""seats were changed, splitting up the party""",1st July 2023,TRUE," Booked over 9 months in advance and opted for comfortflex fare, which included baggage, onboard wifi access and upfront seat selection. We chose seats right at the front of the economy cabin at time of booking, allowing party to sit together (we were all on same booking). Aircraft was advertised as a new A321NEO with free wifi. However after checking in online, aircraft had changed and subsequently seats were changed, splitting up the party. Flight itself was comfortable with decent leg room and free food/drinks, though quality was lacklustre. Crew were absent in any form of engagement on board, appearing distant.",A321,Couple Leisure,Economy Class,Athens to London Heathrow,Jun-23,4,3,2,4,,1,5,yes,satisfied,Loyal Customer,64,Personal Travel,Eco,2441,0,2,0,3,0,3,3,1,2,4,4,3,2,3,0,0
107,DL,684,AUS,ATL,3,340,134,0,56InnO,Ag,Gumby,Female,76,China,Akita Airport,JP,Japan,AS,Asia,6/03/2022,AXT,Annamarie Shrimpton,Delayed,Aegean Airlines,1,"""my baggage did not arrive""",1st July 2023,TRUE,"  I arrived in Athens the 20th of June from Johannesburg / Addis Ababa on Ethiopian Airlines, connecting on Aegean Airlines from Cairo to Athens and my baggage did not arrive with me. When I went to report the loss there was no one at the counter and a person had to be phoned to come. My holiday in Greece is nearly over and my baggage has still not been located after 11 days. The customer care phone line is never answered. ",,Solo Leisure,Economy Class,Cairo to Athens,Jun-23,1,1,,1,,,1,no,satisfied,Loyal Customer,41,Personal Travel,Eco,3332,0,2,0,3,4,0,4,4,3,5,3,1,3,4,0,0
108,EV,5583,CHA,ATL,3,340,47,0,nKTeJu,Basil,Canon,Male,18,Portugal,Hatzfeldhaven Airport,PG,Papua New Guinea,OC,Oceania,5/25/2022,HAZ,Siobhan Philippon,Cancelled,Aegean Airlines,2,"""they changed our seats""",30th June 2023,TRUE,  They made us wait at the gate for boarding for more than an hour. No explanation that there was a delay or no explanation why we weren’t boarding the plane.  Rude and unhelpful staff in Malaga. We paid extra to get seats together with my partner but they changed our seats to separate rows a week before the flight. No one helped us to sit together even though we paid to choose seats next to each other. ,,Couple Leisure,Economy Class,Malaga to Athens,Jun-23,1,2,1,1,,,3,no,satisfied,Loyal Customer,10,Personal Travel,Business,3432,0,2,0,3,4,0,4,4,1,4,3,1,4,4,1,0
109,MQ,4563,CMH,LGA,3,340,100,0,jRfZM5,Care,Kearton,Male,4,Kenya,Tapini Airport,PG,Papua New Guinea,OC,Oceania,7/30/2022,TPI,Britt Viney,Cancelled,Aegean Airlines,9,"""All in all a great airline""",29th June 2023,TRUE,"  My wife and I flew Aegean Airlines for the first time June 7, 2023. These were two short flights consisting of Sophia, Bulgaria to Athens and Athens to Larnaca, Cyprus. Both flights were exceptional. The flights were smooth and the seats were comfortable. The cabin service was outstanding. We received a snack (more of a light meal) on each flight, and both were delicious. The first flight included a small sandwich roll with sliced chicken and cheese; the second flight included a pasta salad with tuna and dressing. We enjoyed every bite! As we were leaving the plane in Larnaca I commented to the cabin staff at the exit of the plane that Aegean Airlines was now my new favorite airline. And it is. I opted to give the airline a rating of 9 instead of 10 due to two items: both flights were short. Had the flights been longer (more of a test of the airline service), I would have given the maximum rating. Also, Aegean's website is not as intuitive as most others I've used. All in all a great airline: comfortable, affordable, and frankly, just a pleasure to fly.",A320/A321neo,Couple Leisure,Economy Class,Sofia to Larnaca via Athens,Jun-23,5,5,5,4,,,5,yes,satisfied,Loyal Customer,21,Personal Travel,Eco Plus,3799,0,2,0,3,5,2,5,5,3,1,3,2,4,5,27,8
